cur_index, vanilla, stacked, bidirectional, all_models, no_models
597,1057883.4473557856,1066506.0376046912,1072569.5128421523,1090896.7491697127,1085999.5052433012
598,1057883.4473557856,1066506.0376046912,1072569.5128421523,1090896.7491697127,1087237.007801071
599,1057883.4473557856,1066506.0376046912,1072569.5128421523,1090896.7491697127,1089491.9174468925
600,1057883.4473557856,1067044.6860958661,1072569.5128421523,1090896.7491697127,1087786.1266556787
601,1057883.4473557856,1067044.6860958661,1072569.5128421523,1090896.7491697127,1087161.8780801403
602,1057883.4473557856,1067044.6860958661,1072569.5128421523,1090896.7491697127,1090374.7425687236
603,1057883.4473557856,1067044.6860958661,1072569.5128421523,1090896.7491697127,1089161.468836945
604,1057883.4473557856,1067044.6860958661,1072569.5128421523,1090896.7491697127,1087956.1356447767
605,1057883.4473557856,1067044.6860958661,1072569.5128421523,1090896.7491697127,1085964.4854275826
606,1057883.4473557856,1067044.6860958661,1072569.5128421523,1090896.7491697127,1085824.8133718686
607,1057883.4473557856,1067044.6860958661,1072569.5128421523,1090896.7491697127,1085086.953998825
608,1057883.4473557856,1067044.6860958661,1072569.5128421523,1090896.7491697127,1084906.15402
609,1057883.4473557856,1067044.6860958661,1072569.5128421523,1090896.7491697127,1086111.2836085884
610,1057883.4473557856,1067044.6860958661,1072569.5128421523,1090896.7491697127,1085633.2224033163
611,1057417.8108749639,1066575.0172171677,1072097.4121635333,1090416.5816006926,1087536.915874055
612,1059272.0276959534,1068708.7301341507,1073977.370146961,1092328.6628487066,1087805.0617885962
613,1059533.2045465675,1070683.2197004338,1076226.8856462752,1092597.9902287743,1089814.832724389
614,1061490.741898438,1070683.2197004338,1076226.8856462752,1094616.6163249398,1088177.8599431335
615,1059896.3137443466,1069074.9838466283,1074610.3228455523,1092972.430952316,1086246.4763855478
616,1058015.1264968698,1067990.8248506547,1072703.0200187294,1091032.537613422,1087074.3285408444
617,1058821.4629240509,1067990.8248506547,1074665.414662393,1091864.0373304726,1088233.6473239872
618,1059950.6512212397,1069129.791884432,1074665.414662393,1093028.4641354128,1087986.8797853203
619,1059710.297126369,1068887.3563303507,1074421.7238521348,1092780.6093255098,1086559.0078804765
620,1058319.535354647,1067484.5506036421,1074191.5043985492,1091346.4461391652,1087753.7536864972
621,1059483.2299327827,1069533.0510238938,1074191.5043985492,1092546.4560603788,1088644.1121407796
622,1060350.4481315194,1069533.0510238938,1075442.3299188598,1093440.7374825783,1089020.3715561726
623,1060716.928632609,1070156.942519916,1075442.3299188598,1093818.6547174798,1089279.1517060453
624,1060968.9831330879,1070156.942519916,1075697.883565591,1094078.5750668088,1088277.4220936352
625,1059993.2882925244,1070364.5729696983,1074708.6436427606,1093072.4317790838,1089490.4922218341
626,1061174.8309470117,1070364.5729696983,1075906.5890615052,1094290.8467604385,1088633.1175474727
627,1060339.7392857082,1069522.2494398009,1075059.9042413752,1093429.6944464934,1087833.5662897625
628,1059560.9682208926,1068736.734241058,1074270.3218883357,1092626.6203223276,1087729.7284640858
629,1060758.9707680156,1069945.1114540978,1074167.7787256034,1092522.324981527,1089063.5355150814
630,1060758.9707680156,1069945.1114540978,1074934.4396657967,1093862.0088591462,1088506.0689137036
631,1060215.9926230025,1069397.4311347294,1074934.4396657967,1093302.0860295137,1088213.4905695913
632,1059196.8674633165,1069109.988980262,1074934.4396657967,1093008.2185692575,1087459.7501173264
633,1059196.8674633165,1069538.651845275,1074934.4396657967,1092251.1570954449,1088649.8130410127
634,1059196.8674633165,1069538.651845275,1074934.4396657967,1093446.4635012888,1087692.0618018305
635,1059196.8674633165,1068597.7138531979,1073988.754672058,1092484.4923579032,1087376.4762532054
636,1059196.8674633165,1068197.8552124319,1073677.1450333896,1092167.516322136,1087285.058245894
637,1059196.8674633165,1068197.8552124319,1073586.878757414,1092075.6955220976,1087160.452855082
638,1059196.8674633165,1068197.8552124319,1073463.8432097593,1091950.5411131368,1086944.022249799
639,1059196.8674633165,1068197.8552124319,1073250.1393091758,1091733.156902801,1085797.9376993405
640,1059196.8674633165,1068197.8552124319,1072327.5737402411,1090582.022641296,1086009.685422289
641,1059196.8674633165,1068197.8552124319,1072327.5737402411,1090794.7033362624,1085889.1521030723
642,1059079.3100272706,1068197.8552124319,1072208.5589621176,1090673.6389406663,1086397.7538453082
643,1059575.3547489648,1068197.8552124319,1072710.753076565,1091184.481609922,1086229.9844955874
644,1059411.7275069007,1068032.8964218711,1072545.0973718793,1091015.9730592945,1084688.5017932383
645,1056606.6323353022,1066517.2374372424,1071023.0350658423,1089467.698500074,1083353.880327924
646,1056606.6323353022,1066607.1239626813,1071113.3013418177,1089559.5193001123,1084779.9198005497
647,1057190.4737658682,1067196.491292063,1071705.158616811,1090161.5692674012,1085379.3287393579
648,1057190.4737658682,1067196.491292063,1071705.158616811,1090161.5692674012,1085023.4296819407
649,1058434.7064884806,1068452.5003357243,1072966.4740187493,1091444.606459919,1086656.7375987603
650,1058434.7064884806,1068452.5003357243,1072966.4740187493,1091444.606459919,1086387.9808734797
651,1058172.9297601017,1068188.2459624961,1072701.10322969,1091174.6655778463,1085400.9107188121
652,1057269.9983628984,1067276.7685675663,1071785.7750459115,1090243.5740353642,1085460.9737748408
653,1057269.9983628984,1067276.7685675663,1071785.7750459115,1090243.5740353642,1084991.6675234984
654,1056812.880666752,1066815.324377952,1071322.3813574405,1089772.1999950784,1084905.9504164201
655,1056923.3425134998,1066731.0432483088,1071237.7441588086,1089686.1052137509,1085105.0747174236
656,1056923.3425134998,1066926.8317157459,1071434.3597888844,1089886.1068672864,1084762.6134962705
657,1057313.429501925,1067320.6107703974,1071829.8024722782,1090288.3596817083,1085505.562958808
658,1057313.429501925,1067320.6107703974,1071829.8024722782,1090288.3596817083,1084126.7595166857
659,1055970.4355590607,1066812.521680054,1070468.369909013,1088903.4811564086,1084988.8170733817
660,1058528.906447556,1068547.591871545,1073061.9672951153,1091541.7442773313,1086753.4492991455
661,1059547.4558997934,1068547.591871545,1073061.9672951153,1091541.7442773313,1087799.1572847832
662,1060340.7187130626,1069575.7816146507,1074094.5009107285,1092592.0597093955,1088613.5716038158
663,1059780.278535488,1070376.5524426147,1074898.654816969,1093410.0623823425,1088038.1878874195
664,1059780.278535488,1070434.007749521,1074956.3528597418,1093468.7540741267,1088672.0058312065
665,1059780.278535488,1070434.007749521,1074956.3528597418,1093468.7540741267,1088552.6941334682
666,1059664.1331918177,1070316.6948232243,1074838.5443124776,1093348.91668254,1088893.730129563
667,1059996.1186024796,1070652.0176074342,1075175.283760716,1093691.4553018366,1088669.3589846697
668,1059777.7019323008,1071346.8864934,1075873.0883128562,1093466.0955654397,1089600.4381549035
669,1060684.0716534692,1071346.8864934,1075873.0883128562,1094401.2771212864,1089157.8039725095
670,1060253.1843204668,1071005.5579279803,1075530.3177103212,1093956.6926685397,1089253.294051416
671,1060346.1402354522,1071005.5579279803,1075857.4073116845,1094052.6034819428,1089584.5570756826
672,1060668.6120343457,1071331.2714622547,1075857.4073116845,1094385.3260691639,1089662.33364315
673,1060744.3245280012,1072655.1458335859,1075934.2040097304,1094463.4453244305,1090930.987548623
674,1061979.3102556637,1072655.1458335859,1077186.8747571767,1095737.6889882137,1090199.0326793925
675,1061266.780374273,1069803.6009152066,1076464.141433943,1095002.5090859025,1088030.8581585481
676,1059156.1459634434,1069803.6009152066,1074323.2826970539,1092824.781469849,1087889.5572741958
677,1059018.5949932947,1069803.6009152066,1074183.7619943211,1092682.8580060927,1088101.5086007242
678,1060512.826641641,1069803.6009152066,1074393.0430484205,1092895.7432017273,1089424.5246619924
679,1060512.826641641,1069803.6009152066,1075699.3910691082,1094224.5885439299,1089238.4309900936
680,1060331.6716175545,1069803.6009152066,1075515.6419015322,1094037.6749331614,1089228.4544146855
681,1061055.300712675,1069803.6009152066,1075505.7910161808,1094027.6544004178,1089981.7876597906
682,1061055.300712675,1069803.6009152066,1076249.6333794533,1094784.3068728938,1090598.7065064576
683,1061329.8080522374,1069803.6009152066,1076858.7799634305,1095403.9438976513,1090263.7786177555
684,1061329.8080522374,1069803.6009152066,1076528.0716694891,1095067.5402984018,1094147.516901642
685,1059854.9025306287,1069803.6009152066,1080362.8806098741,1098968.3905450185,1092627.0053680083
686,1059854.9025306287,1068316.9195593682,1078861.525266923,1097441.179554626,1090704.3767643522
687,1059854.9025306287,1066437.067919949,1076963.1189327654,1095510.0797444663,1088206.7716514592
688,1059854.9025306287,1063995.0325433998,1074380.377624397,1093001.4700472057,1088088.6815751994
689,1059854.9025306287,1065215.1544006485,1074380.377624397,1094254.854642829,1089454.6579917967
690,1059854.9025306287,1065215.1544006485,1074380.377624397,1094254.854642829,1086332.6006997854
691,1059773.891161781,1065133.733314074,1074298.25598223,1094171.21386952,1089371.3841276756
692,1060927.6594344892,1066293.3368086857,1075467.8368272719,1095362.4302619994,1090557.3749797668
693,1060927.6594344892,1066293.3368086857,1075467.8368272719,1095362.4302619994,1089827.6597499137
694,1060217.7700800882,1065579.8571649625,1074974.7054014483,1094629.4998670388,1090057.3245878809
695,1060984.9021865602,1066350.8690679031,1074974.7054014483,1094860.1766208098,1090616.2164143168
696,1060984.9021865602,1066350.8690679031,1076758.692664658,1095421.5309551198,1091866.3423940318
697,1062201.0630783078,1067573.1807343264,1076758.692664658,1096677.1650580936,1091565.4163031494
698,1061908.3129483399,1068371.0675680435,1077563.4446006112,1096374.9130704396,1092682.3855417026
699,1062994.9348786536,1068371.0675680435,1077563.4446006112,1097496.8037363866,1092156.4774951872
700,1061002.728649143,1067856.8605591883,1077044.8133005695,1096968.578510331,1090634.540736495
701,1061002.728649143,1066368.7856884208,1075790.0990171933,1095439.936015261,1090884.1587252787
702,1061943.7504979852,1067558.8474379121,1076744.236043054,1096662.4410099804,1091851.6829362893
703,1061943.7504979852,1067558.8474379121,1076744.236043054,1096662.4410099804,1091755.3784430637
704,1063275.6766249451,1068897.816211261,1078094.7254445564,1098037.9125045412,1093221.1206137426
705,1063275.6766249451,1068897.816211261,1078094.7254445564,1098037.9125045412,1091767.798261429
706,1062854.0782419094,1068473.9885992392,1077667.251175184,1097602.530581865,1092787.6485924374
707,1061625.5219392541,1068473.9885992392,1077667.251175184,1097602.530581865,1091524.491983618
708,1061625.5219392541,1067238.9362248923,1076421.5722803103,1096333.808436124,1090673.0218130695
709,1061625.5219392541,1066807.1456704182,1075986.0665544912,1095890.2464867183,1091082.8758191224
710,1061625.5219392541,1066807.1456704182,1075049.7995192243,1095890.2464867183,1090133.4723267104
711,1062677.6662757667,1067864.425354518,1075049.7995192243,1096976.349535724,1092164.214431218
712,1062677.6662757667,1067864.425354518,1075049.7995192243,1096976.349535724,1091457.099198718
713,1061989.6419337017,1067368.7321868644,1074353.764912989,1096266.1187149377,1091657.2415176204
714,1062936.9878604957,1067368.7321868644,1074550.7709647971,1096467.1428718145,1092430.7315171214
715,1064872.2915741827,1070069.7622666736,1075312.1402331784,1097244.040910446,1094419.7348877788
716,1064872.2915741827,1070069.7622666736,1077269.9755537412,1099241.8079384512,1093705.0863228277
717,1063486.1394516863,1069371.014066487,1076566.5256637651,1098524.01059294,1092995.120640211
718,1063486.1394516863,1068989.788196585,1075867.6852744927,1097810.9167627983,1093315.1854675908
719,1063486.1394516863,1068989.788196585,1076182.7346269265,1098132.3918132666,1093067.8071181846
720,1063486.1394516863,1068747.913819597,1075939.2327419347,1097883.9235013588,1091518.9946869647
